tweet_id,text,favorites_count,retweet_count,user_id,followers,friends,account_description
1376432793647869958,"@mi_na_1230 minamiちゃん💖
どぞどぞーଘ(੭ˊ꒳​ˋ)੭✧minamiちゃんも参加✨
ありがとう🫖好きなポッキーたべよう❤",0,0,1080044339642822656,3250,3590,2019結婚式@ミラコスタ🏰30代主婦｜👨👶🐈の3人＋1にゃん暮らし｜カメラ📸｜ゲーム🎮｜食べる事🍞｜⛰お出かけ🚗 自粛｜動物🐥｜Tea time☕️｜掃除🚰｜海外18カ国旅✈️｜新商品💡が好き🌼来るもの拒まず🌼 #ぴよ美味log #ぴよの飯 素敵な食卓が目標𓌉◯𓇋｜マイホーム🏠建築中
1376432775767597056,マシュマロはポッキーに刺して焼くと一石二鳥で良いと聞いた,0,0,1145967348790116352,50,58,"とっくに成人済み。絵描いたり〔クラフル（ハーメルン）・ミス/カナリア（ダン飯）・五伏（呪じゅつ）・義（キ滅）〕CP絵はポイピク→697922　 pixiv→41824601
※イラスト等の無断使用・自作発言等はお止めください。
無言フォロー・解除OK（気になる方はブロ解を）無言フォロー失礼します。"
1376432665344176133,@KOOO_FN なんですかそのポッキーは,0,0,1373971022337036288,168,229,@Craft_clan_2 @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @aqu1xd_ @chigusa_24zono
1376432550344761348,RT @smallp331: アイマス史上初(？)の海外商品とのコラボキャンペーン？台湾の城市一族というポッキー系のメーカーだそうだ！賞品も豪華でオレ氏が爆買宣言します！　https://t.co/i6pEacc8oQ https://t.co/B2cfQr06mF,0,107,935932238105010176,5,52,
1376432463732334593,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,714735289802100736,85,3471,
1376432317103755268,"( 谷) ＜ポッキー派？トッポ派？(笑)

タニーは極細ポッキーが好き♡",0,0,1154777894821888000,101,55,"谷人間のタニー→( 谷 )、ビオラさん→|´✿`)、ニワトリ紳士→|⁰⊖⁰) 、たまにメジェド→＜●＞＜●＞☆それぞれのキャラクターがランダムにつぶやくBotです。ツイートに深い意味は多分ありません。娯楽用位置づけ(๑ 谷)و✧
🧂🧂🧂🧂（塩人数分）"
1376432307460923393,"@reeeen46 @PockyJPN さちゃん💖
ありがとう~🐤✨
アリス可愛いよね❤
そうなの、全粒粉入で食物繊維あるのは嬉しいよね🙌
さっ、ポッキーパーティーしよう🫖",0,0,1080044339642822656,3250,3590,2019結婚式@ミラコスタ🏰30代主婦｜👨👶🐈の3人＋1にゃん暮らし｜カメラ📸｜ゲーム🎮｜食べる事🍞｜⛰お出かけ🚗 自粛｜動物🐥｜Tea time☕️｜掃除🚰｜海外18カ国旅✈️｜新商品💡が好き🌼来るもの拒まず🌼 #ぴよ美味log #ぴよの飯 素敵な食卓が目標𓌉◯𓇋｜マイホーム🏠建築中
1376432261852131338,RT @_kamaboko_: ポッキー食う縦ロールショタ https://t.co/rKnxKM99lI,0,124,1041710098014384128,263,399,ここ最近モンハンのことを呟いていません。/猫ソロ特殊許可制覇/ 自作小説の宣伝をしています/質問箱→https://t.co/wb9ULF39pu
1376432239353864196,"RT @NAKAMUSIzzz: 彼氏の友達とポッキーゲーム
#創作BL https://t.co/pViej42JQc",0,2287,1244879728281915392,5,250,ひきまるメンバーとあらきさんなるせくんめいちゃん推し🤍
1376432209079402498,RT @smallp331: アイマス史上初(？)の海外商品とのコラボキャンペーン？台湾の城市一族というポッキー系のメーカーだそうだ！賞品も豪華でオレ氏が爆買宣言します！　https://t.co/i6pEacc8oQ https://t.co/B2cfQr06mF,0,107,219380321,1935,3056,いつかエオルゼアに帰りたいララ黒Lv60／765ASとμ’sとNARUTOと嫁ちゃんと猫2匹が生き甲斐／NLBLGL夢雑食／アイコンはTomy22さんのフリーアイコン／第五🔦🗾⏳🦌🐈🦈推し／最推しは🐈🐾だけど👑🏹🍎大好きたげめんこい／RT多め
1376432118750867462,"ポッキー😀😀
久しぶりにちょっとランク上げた https://t.co/niPFszgYg0",7,0,974640562224603137,507,521,パズドラ ユニエア
1376432109754052610,"RT @maaatan0310: Pocky Japan様❤️
@PockyJPN

バーチャル運動会WチャンスCPに当選し、

＼詰め合わせセット／

頂きました😍
今日から春休みでおやつタイム楽しくなるねぇ🍪✨
ポッキーを容器にいれたり、紙コップでジュース飲んだりまた雰囲気…",0,12,188272813,3704,3629,🐊が好きです。でも⭐懸賞⭐の方が、もーっと好きです。沢山の出逢いに感謝😊色んな企業や商品を知れるので日々楽しい🎵クロス取引、IPO、ポイ活も好きです。 お仕事休みの日に、おめでとうRT回ります🙇‍♂️一気にRTごめんね🥺 #yu_wani当選報告 にて当選報告しています🐊
1376432094402867204,"@mikuzu__4869 ああ～!!😂いつも癒しを頂いてるみくずちゃんにそんな事言っていただけて嬉しすぎる!!ありがとう～✨
みくずちゃんのリレー作品の1枚にポッキーの日の作品についてだけど、凄く動いてて感動しまくった((
どう練習したらあのクオリティになるんだ…⁉てかそもそも趣味でしてきたような腕前じゃなくね((",0,0,796151415336943616,122,134,"就活中で絵を描く余裕があまりないです…。就活中の癒しは本当に皆様の作品…✨😂😂
静来と書いて(しるく)と読ませたい…！自由きままに生きていて、丸顔のキャラクター凄く好きです！魔法陣グルグルをよく描くメイン垢。知ってる人も知らない人も声を掛けてもらっただけで喜ぶ、単純なひと。"
1376432044897542150,"昨日、ポッキーゲームは舌入れるものだと思ってた女の子とポッキーゲームしました。
ポッキーは折れました。",0,0,1100971378780471296,87,148,ないさんの音ゲ垢だよ。ウニ(虹)、ゲキ(金)、バンドリ(EXマスター)、プロセカ(皆伝)やってる。
1376431975301406722,@Naru_ab ポッキー,1,0,1358657011693441024,138,445,💍@1 目標チー厶@ARG__FN respect @Reetlol/@ilymotion/@ilysevn/@ObeyMells/@Nokuqdau/@Bob_FN_
1376431971836907521,"@KAKU_MOMOZIRI あっねwwwwwww
ポッキー好きすぎてぽさぎになったわ（）",1,0,1255848894950342656,654,654,愛兎です！うさぎって呼んでね🎶/MPクラン所属/未来の旦那＆愛方▶︎『@Fox__IdentityV』/15age↓ /第5人格大好き♡エマ推し👒🤍/呟き垢🗝☞@Ux_xU03(誰でも通す/取引垢▶︎@akak036
1376431896553418757,@_5xzs 昼は、ポッキー食べたよ笑,1,0,1375035770705080326,379,447,ひいらぎという、ホロライブ好きのアカウントでやっていましたが、消えました。こちらのアカウントでやるので、お願いします！ホロライブ最高！
1376431887426580480,RT @smallp331: アイマス史上初(？)の海外商品とのコラボキャンペーン？台湾の城市一族というポッキー系のメーカーだそうだ！賞品も豪華でオレ氏が爆買宣言します！　https://t.co/i6pEacc8oQ https://t.co/B2cfQr06mF,0,107,2457802586,183,521,"＜アイマス/バンドリ/D4DJ/ARGONAVIS＞担当:やよい、瑞希(推：エミリー)、摩美々/
バンドリ:紗夜、ひまり、六花/D4DJ:しのぶ/早見沙織/FLOW/LiSA/澤野弘之/TRUE/RAISE A SUILEN/Tielle/GYROAXIA/アークナイツ:リスカム激推"
1376431857844117504,@amyu03 ポッキーだね（？）,1,0,1338788598863155203,49,86,どうも！KKクランとNtクラン掛け持ちです！すいませんm(*_ _)mどっちも好きです❤🍑カクレモモジリ推しのもも姉です！もも姉って呼んでくれると嬉しいな❤これからよろしくお願いしますm(*_ _)m
1376431744061083649,待ってめちゃめちゃポッキーさんに似てる,1,0,1341368476397522944,153,149,DDオタクですっ ̫ ‹♡
1376431580546101258,2本しか入ってないポッキーの小分け袋、意味あるか…？（デブ）,0,0,191709042,212,248,14歳女児（成人）プリリズAD/DMF/RL/KOP・晴Ｐ・提督・きくうし
1376431425872785415,"江崎グリコ ストリートファイターコラボ ポッキーチョコレート カプコン ストII28袋が1,553円

10%OFFクーポン適用価格(適用できない場合は終了)。

https://t.co/ngem5AAwYr",0,0,2791283659,4920,822,"家電/パソコン/食料/日用品など、相場よりも安い激安特価品やお得なSALE情報をはじめ、Amazonの非公開クーポン情報も多数掲載。
クーポン掲載依頼はメッセージ機能やブログのメールフォームからどうぞ。"
1376431403999453184,"RT @__08_H: 昨日だけどやっとポッキーくんに会えました！
めちゃめちゃウィッシュかっこいい！！！
短い時間だったけどありがとう😊
また機会があったら並べてね！！
あまちゃんもありがと！！ https://t.co/KzEV0dQEnf",0,1,784593881719533568,1323,1005,tokyo/Wish ZGE21G（親の車好きに弄って乗りまわしちゃってます💩）/20歳/📷D5600デビュー🔰
1376431363008565253,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1301478680061911041,2302,4625,懸賞初心者です🌻何度か当選頂きました👏懸賞を通じて、色々な新しい物や事に触れてみたい🌸最近はラジオを聴くようになりました✨サッカーJ1⚽️徳島ヴォルティスも 楽しみです👊GLAY💖気軽にフォローしてください🌹宜しくお願いしますヾ(*´∀｀*)ﾉ
1376431107919421442,"RT @Okay_amazon: 第207弹🌸
／
週末💪新生活応援
 #キャンペーン
＼
💗江崎グリコ ポッキー(極細) 2袋×10個💗
\おいしい・楽しい、シェアハピネス‼️/
▶️抽選で五名様に

【応募】⤵️
@Okay_amazon
をフォロー＆RT

〆切:4日9日…",0,395,1156161988684156930,57,2854,
1376430935646736385,"ポッキー

#Boxfresh https://t.co/WC36Nz2Bil",0,0,1348183927886737408,181,280,仲良しさん達(募集中)!!→→ りー!!→@cqfnpsirkwpq90y るんるん!!→@runrunanime1224結萌!!→@mrymoiaa0909 なっちゃん!!→@summer_yohukasi るーちゃん!!→@ruru_itsuki
